TARGET,SK_ID_CURR,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_BIRTH,DAYS_EMPLOYED,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_CONTRACT_TYPE,CODE_GENDER,NAME_EDUCATION_TYPE,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_HOUSING_TYPE
0,100684,0.41113286382164693,0.4752088036499821,-23209,-6073,234583.5695635211,857469.2776267282,45477.38718556794,Cash loans,F,Secondary / secondary special,809463.9018931396,Working,House / apartment
0,100383,0.5969173260976666,,-13816,-1024,147686.38899146314,488232.0365505829,36329.432724293176,Cash loans,F,Secondary / secondary special,422155.06077355496,Working,With parents
0,100956,0.5423351141710022,0.5415897990532385,-22350,-1150,233175.34969492495,1147389.4604426182,,Cash loans,M,Higher education,1099170.4767580794,State servant,House / apartment
0,100751,0.6808919815448744,0.7361596806517522,-16901,-3840,277752.9363279303,1187194.7636766683,108806.73692880457,Cash loans,F,Higher education,975350.7899313017,Working,House / apartment
0,100257,0.6318264590417207,0.4924574118204294,-20251,-4994,297483.03345599637,1155495.5559843495,,Cash loans,M,Secondary / secondary special,1074822.6899682707,Working,House / apartment
0,100538,0.3600698016807951,0.4601020134494704,-14332,-8703,203904.8286162488,565677.3932605677,28456.03025536277,Cash loans,F,Secondary / secondary special,522267.57138849125,Working,House / apartment
0,100335,0.6730197325876494,0.7216232300246804,-24227,-6945,145623.21623435957,610949.5515037972,43669.06883312067,Cash loans,F,Secondary / secondary special,501605.9861612783,Commercial associate,House / apartment
1,100015,0.1788444173959172,0.30950097697679735,-11382,-1877,81024.56911414329,380139.37708021887,18145.732919768034,Cash loans,F,Secondary / secondary special,378100.63962810306,Working,House / apartment
0,100324,0.4672800760736592,0.6511745564339,-18900,-1518,245061.68944736474,1037989.8002107819,61873.594081347925,Cash loans,F,Secondary / secondary special,1009188.9756073941,Pensioner,House / apartment
0,100758,0.33775314779896515,0.6262134691458415,-22811,-5242,179583.58604817346,497442.5300095358,38085.34756753913,Cash loans,F,Secondary / secondary special,459517.4250610237,Working,House / apartment
0,100222,0.6095071995486953,0.4748394583295398,-16631,-3424,185015.1895071942,828503.3628478374,38276.614946482674,Cash loans,F,Secondary / secondary special,779777.1544291329,Commercial associate,House / apartment
0,100179,0.497267316463801,0.47609697311457705,-16119,-5356,248760.1948195572,1121689.7443149528,46057.47793306813,Cash loans,F,Secondary / secondary special,942581.8405626437,Commercial associate,House / apartment
0,100983,0.5405196269813969,0.5513916865940374,-14993,-9030,146075.55615690368,568164.1253777886,47015.54276305396,Cash loans,F,Higher education,467009.16995771154,Working,House / apartment
1,100022,0.34866426869105177,0.40595115580943436,-14873,-1401,116893.66045623962,270617.39405044535,14926.515992672075,Cash loans,M,Secondary / secondary special,228382.2277846962,Working,House / apartment
0,100356,0.3730497661570098,0.5492409339129124,-17397,-9881,196976.43035688272,971536.049573118,46833.10296560818,Cash loans,F,Secondary / secondary special,,Working,House / apartment
0,100666,0.45938876593645483,0.5363772854657533,-24346,-2767,220356.8821981278,760424.0076979809,,Cash loans,F,Secondary / secondary special,707286.7320924695,Pensioner,Office apartment
0,100861,0.4244270153136067,0.5439218287976374,-21607,-2469,250808.25791033782,720113.0837956211,29920.960777133358,Cash loans,M,Secondary / secondary special,699101.6235715019,Working,Rented apartment
0,100340,0.479959719173341,0.6331493034660798,-19072,-4684,149837.26982529048,519516.70203320874,37947.41158709706,Cash loans,F,Secondary / secondary special,451964.9338395172,Commercial associate,House / apartment
0,100431,0.5801553566809957,0.7309300457898804,-14528,-4080,195191.84272906661,550146.6218749725,25177.590776329675,Cash loans,F,Secondary / secondary special,,Working,House / apartment
0,100551,0.6171915673478147,,-16888,-9321,273614.9632795076,1113787.1165786826,55554.42697259421,Cash loans,F,Higher education,1052652.1991911952,Commercial associate,House / apartment
0,100833,0.6985655192881753,0.6538478974345026,-21569,-7163,166975.9604431586,485542.0220010301,39955.872497374476,Cash loans,M,Secondary / secondary special,475471.30794103595,Working,Municipal apartment
0,100203,0.679306775119598,0.5703163288596156,-17385,-6049,229749.58854208377,765988.0024762346,49467.49658100034,Cash loans,M,Secondary / secondary special,755107.627601411,Pensioner,House / apartment
0,100630,0.5359614705621348,0.7363662332735366,-17782,-1655,260708.95257987437,1003661.3225034891,47223.58911935289,Cash loans,F,Higher education,,Commercial associate,House / apartment
0,100093,0.509642232469908,0.4104410088832078,-23170,-2546,238698.70697005914,651792.811676364,44921.68430922335,Cash loans,F,Secondary / secondary special,552293.5653030397,Working,House / apartment
0,100558,0.48254119673178597,,-16927,-5463,203707.6072725062,469723.30266064,,Cash loans,F,Secondary / secondary special,466690.99153315934,Working,House / apartment
1,100068,0.20122533889606833,0.45140933268362793,-8451,-511,148324.3147959174,347657.6540283097,14121.986404225514,Cash loans,M,Secondary / secondary special,,Commercial associate,House / apartment
0,100622,0.6374298407930745,0.5453246226694493,-13862,-7048,273708.81088782114,1233431.168584539,63451.169572322964,Cash loans,F,Secondary / secondary special,1174630.3895270133,Working,House / apartment
0,100284,0.6795430400724368,0.4267449468744089,-14651,-9394,227937.2397216186,490148.4089642846,28604.729318120357,Cash loans,F,Secondary / secondary special,434469.37544927385,State servant,House / apartment
0,100844,0.5726905056489834,0.544979766733248,-23545,-2779,112041.8919493041,424073.48410388525,29248.428085073167,Cash loans,F,Secondary / secondary special,392083.2447218009,Working,Municipal apartment
0,100434,0.6527904896347619,0.7198929980012589,-16052,-7227,257848.7089807508,633978.1961951979,57853.07434685624,Cash loans,F,Secondary / secondary special,604749.9882002664,Working,House / apartment
0,100153,0.42527955730896905,,-19941,-4297,269363.0976946098,1110262.86891844,45150.28633800417,Cash loans,F,Secondary / secondary special,911062.2302277583,Pensioner,House / apartment
1,100075,0.31483459992868634,0.14120431506250136,-9803,-622,52249.41546015079,213773.081476043,21112.515262268258,Cash loans,M,Higher education,195271.02607725153,Working,House / apartment
0,100730,0.43255574784448525,,-15722,-6906,92708.21299318947,448159.5437210949,23285.145797524103,Cash loans,F,Secondary / secondary special,390137.7327042432,Commercial associate,House / apartment
0,100446,0.3221314580954663,0.5078316648417769,-13576,-5021,212479.89155381167,679888.4307392981,54201.643038530405,Cash loans,F,Secondary / secondary special,653740.3496799128,Pensioner,House / apartment
0,100188,0.47360739143207575,0.7044275359447726,-21989,-2415,141027.30989238143,521297.8059109148,29434.03105799573,Cash loans,M,Secondary / secondary special,425750.5671563609,Pensioner,House / apartment
0,100271,,0.5463436667347833,-17849,-1775,118143.59488355267,358537.46719151153,17424.264329813763,Cash loans,M,Secondary / secondary special,344469.05612274143,Commercial associate,House / apartment
0,100236,0.6361838453429782,0.4703608447270348,-12596,-6802,205474.81083026662,478493.65438602143,37186.561463522405,Cash loans,M,Secondary / secondary special,410086.1141496507,Commercial associate,House / apartment
0,100487,,0.7747220438271855,-12811,-3487,175673.51061464372,446811.8683262781,28211.772993695602,Cash loans,F,Secondary / secondary special,380356.3631201554,Commercial associate,House / apartment
0,100117,0.6413906117131606,0.7670228182366696,-13564,-2827,264168.6656885804,951733.067370139,53570.81952743954,Cash loans,M,Secondary / secondary special,776762.999225516,Working,House / apartment
0,100943,,0.5496584660405364,-19208,-9715,215657.22875850397,643680.468740912,54578.892562956,Cash loans,F,Higher education,590681.5396106722,Pensioner,House / apartment
0,100512,0.36536042741193303,0.6150610430349802,-13782,-1598,274673.7411941161,1085246.6848766194,83100.57980690352,Cash loans,F,Secondary / secondary special,987805.5285075088,Working,House / apartment
0,100825,0.5668070139250495,,-15153,-7951,207072.18558131356,807689.9390446473,41093.321930745646,Cash loans,M,Higher education,688264.2259491847,Working,House / apartment
0,100591,0.6926014106067385,0.5703917194391,-18184,-4013,293520.2663274846,844414.8414467362,38659.836325445125,Cash loans,M,Secondary / secondary special,743359.088216797,State servant,House / apartment
0,100126,0.5585482983427401,0.4484517201495628,-24387,-7859,228588.78628277482,1030736.8758615782,56324.98958500652,Cash loans,F,Higher education,841766.1413336006,Pensioner,House / apartment
0,100116,0.6956878429169544,0.6829171551060024,-12860,-7951,209715.17429273084,979122.8241046764,65225.36566807042,Cash loans,F,Secondary / secondary special,929371.6592620213,Working,Municipal apartment
0,100473,0.6117944315009428,0.661608485473472,-23849,-8991,137332.50914998265,448523.28171098314,42608.56756422855,Cash loans,F,Secondary / secondary special,392390.07034230727,Pensioner,With parents
0,100693,0.6061988864926358,0.5031846742838476,-24480,-4406,293838.34328028996,605240.3404449216,25814.476899669546,Cash loans,F,Secondary / secondary special,572482.0260466121,Pensioner,House / apartment
1,100057,0.2795072768190267,0.48396615119242586,-10069,-1507,90925.55007415754,371386.22108824033,32870.184328513045,Cash loans,F,Higher education,354236.8185653449,Working,House / apartment
0,100863,0.5514346700940702,0.6608878645721914,-22437,-5620,220693.59233959857,851460.145754204,55986.097070628086,Cash loans,M,Secondary / secondary special,764383.075906449,Working,House / apartment
0,100912,0.45617500562765734,,-13646,-8986,286272.16509873647,1139249.3312613762,62816.141752070405,Cash loans,F,Secondary / secondary special,,Working,Rented apartment
0,100369,0.5120734011387764,0.7770633353373492,-12910,-4717,123934.36307734402,468942.0014226529,,Cash loans,F,Secondary / secondary special,378647.59773825266,Commercial associate,With parents
0,100268,0.4877649227946069,,-17899,-9338,295341.25008616043,662657.5077871709,51228.15735557811,Cash loans,F,Secondary / secondary special,,Working,House / apartment
1,100046,,0.21955208689244976,-11547,-397,142265.02793908576,308343.50620145205,13814.725386774839,Cash loans,F,Secondary / secondary special,281195.73037570063,State servant,House / apartment
0,100349,,0.6825344311489528,-13517,-2266,256728.7109188434,683042.8161114571,33694.756102140964,Cash loans,F,Secondary / secondary special,660139.2714618486,Working,House / apartment
0,100195,0.4979344037868023,,-23860,-5408,90071.49264325584,201345.60668435678,9293.551689591874,Cash loans,F,Secondary / secondary special,161096.0987945425,State servant,House / apartment
0,100999,0.31182447482620185,0.613667740184178,-14574,-9516,222551.5911883941,745760.4310750194,34388.56704056722,Cash loans,F,Higher education,641555.1778202992,Working,House / apartment
0,100834,0.6613863763955976,0.4274695946083671,-22593,-3129,222721.78016411766,969846.0737364964,44765.83219879308,Cash loans,M,Secondary / secondary special,963131.2636592328,Working,House / apartment
0,100736,0.5047828782464497,0.40401629216502305,-14424,-9489,96401.2111085763,344045.83483803185,,Cash loans,F,Secondary / secondary special,340967.3908097446,State servant,House / apartment
0,100263,0.6636182230082363,0.7756402380669891,-15149,-9981,110538.62888719329,489024.08146082173,46266.59422631545,Cash loans,F,Secondary / secondary special,403879.2049482781,Working,House / apartment
0,100443,0.4243440086340887,,-15930,-1391,287437.84705221315,1186859.6628829662,90359.05428348033,Cash loans,M,Higher education,1069525.3173110732,Commercial associate,House / apartment
0,100675,0.3794984213719741,0.5624181565858243,-22339,-2585,129683.93804627702,546944.0167018163,28674.327969986127,Cash loans,M,Secondary / secondary special,,Pensioner,House / apartment
0,100304,0.5754479423304526,,-14456,-5776,92360.53723018471,365762.8377331962,23012.315921839174,Cash loans,F,Secondary / secondary special,340018.54613406776,State servant,House / apartment
0,100341,0.43386253408754927,0.721022524162297,-14442,-8494,137406.7225963122,414806.1328925085,29857.2481268195,Cash loans,F,Secondary / secondary special,384659.9851599526,Working,House / apartment
0,100966,0.5385084559156544,0.795360395241262,-24654,-2591,240788.0110165026,752488.2153471768,56582.88555628942,Cash loans,F,Secondary / secondary special,695208.4133623344,Pensioner,House / apartment
0,100149,0.5367832542281774,0.6707456433581218,-14394,-2239,103696.5668638328,209576.34102566564,14083.882776362116,Cash loans,F,Secondary / secondary special,170348.9822911118,Commercial associate,House / apartment
0,100124,0.3100765356442267,,-21992,-3325,221746.40146843455,618137.1581820641,,Cash loans,F,Secondary / secondary special,555941.7399248502,Pensioner,House / apartment
0,100786,0.43378828123502383,0.7042690981983557,-14082,-8892,144332.72954678163,612096.7354443113,25582.406732668933,Cash loans,F,Secondary / secondary special,,Pensioner,House / apartment
1,100050,0.12131221435544498,0.44218091171876434,-13850,-352,51074.16132470243,202263.83608393843,,Revolving loans,F,Secondary / secondary special,178164.47239180072,Working,With parents
0,100353,0.6473667975954085,0.749896723481009,-21767,-2571,261815.02187665025,615004.8094856004,43584.269221026596,Cash loans,F,Secondary / secondary special,569958.6791636932,Commercial associate,House / apartment
0,100927,0.527470187687316,0.6968667229376891,-19289,-9426,239339.68822813442,1017050.5737557486,69433.55143541713,Cash loans,M,Secondary / secondary special,916240.0333297026,Working,House / apartment
0,100142,0.3567734129636258,0.7377973504053817,-19788,-4868,299124.98761931516,754207.0691992895,30809.814255819885,Cash loans,M,Secondary / secondary special,644607.0860658886,Working,House / apartment
0,100470,,0.5815314727516319,-16144,-7092,277548.9159838453,1302945.136307465,62387.92735749087,Cash loans,F,Incomplete higher,1145337.2868140358,Pensioner,House / apartment
0,100399,0.44053805688094627,0.5149297220936291,-20925,-5293,264074.95878541004,1234694.2539118235,55652.936228209655,Cash loans,M,Secondary / secondary special,1041140.9881756657,Commercial associate,House / apartment
0,100625,0.3962460537217187,0.6912374342662186,-22593,-7402,289611.2598518684,769642.7004559784,48874.94469287466,Cash loans,M,Secondary / secondary special,636512.0896415344,Working,House / apartment
0,100320,0.6302643124639495,0.723787864931099,-16773,-7509,232254.8690321972,565061.5799184002,53532.96734985215,Cash loans,F,Higher education,,Working,House / apartment
1,100019,0.1928559705957734,0.1532243196687838,-9815,-1356,109445.32615018198,367003.89401918463,16974.04870965695,Cash loans,F,Secondary / secondary special,325280.22596289334,Pensioner,House / apartment
0,100809,0.353096119598636,0.5784339160686499,-13829,-2442,257629.90099060372,529355.908517807,24656.5803270221,Cash loans,F,Higher education,507565.8008406053,Pensioner,House / apartment
0,100790,0.400466131213734,0.4999467585326946,-12841,-7746,111700.31935629722,356209.92760504334,14985.585861251615,Cash loans,F,Higher education,300945.8033591241,Commercial associate,House / apartment
0,100808,0.3109826444007545,0.6705302736580472,-16439,-8487,228663.8173815174,614911.9843616403,41976.316007659,Cash loans,F,Secondary / secondary special,507653.07756175665,Pensioner,House / apartment
0,100407,0.4054060957592402,0.5415130489708085,-19271,-5045,159440.87355064042,659624.4947948807,29403.551503773007,Cash loans,F,Incomplete higher,603342.778388922,Working,House / apartment
0,100537,0.35363361654131614,0.4384169138489112,-13968,-7951,100015.93811021016,492898.58065849287,22972.98061423309,Cash loans,M,Secondary / secondary special,,Working,House / apartment
0,100620,0.4564623863716124,0.7565108938761727,-16919,-8329,143592.4313405505,376639.0360538584,20549.640318372207,Cash loans,F,Secondary / secondary special,364797.8819618873,Commercial associate,House / apartment
1,100038,0.3952232095475175,,-14194,-812,144375.78403344977,622651.059371511,35973.021362655156,Cash loans,F,Secondary / secondary special,598638.0932343288,Commercial associate,House / apartment
0,100175,0.5129283644596774,0.40398530788927295,-19763,-7622,281302.73624216515,1209431.2625123004,79450.95426389117,Cash loans,F,Secondary / secondary special,1186073.0826254166,Working,House / apartment
0,100245,0.40942166208231184,,-19919,-8522,93439.3023002485,193795.56449324012,10369.239788131159,Revolving loans,M,Higher education,164202.49864223076,Working,House / apartment
0,100828,,0.7710703347576044,-20320,-2583,152302.6310404716,575043.6455344914,27890.012658215077,Cash loans,F,Higher education,464373.28270242614,Commercial associate,House / apartment
0,100667,0.3575825100653087,0.548431791990825,-23001,-2581,188349.61634637276,742684.0255844827,35647.19495541187,Cash loans,F,Higher education,650811.6199608073,Working,House / apartment
0,100754,0.5925757484644472,0.6042650159245104,-12730,-7797,149980.0028353233,714779.4013898043,38543.39944271736,Revolving loans,F,Secondary / secondary special,688009.9786924756,Working,With parents
0,100858,0.5218543498044781,0.5951292467530893,-17451,-7775,224384.46410951557,898909.9541791506,57470.96790476336,Cash loans,F,Secondary / secondary special,832679.1391715633,Working,House / apartment
0,100154,0.3974804102673047,0.49558695717675455,-14505,-9707,298017.5056364683,1136482.563745704,,Cash loans,M,Higher education,1004020.6112045744,State servant,House / apartment
0,100287,0.38218781653135286,0.795721575042678,-20349,-9825,147680.76323171376,559682.0661799565,42120.331249404,Cash loans,F,Higher education,529708.4569560232,Commercial associate,House / apartment
0,100602,0.4818646778722788,0.5323549126992492,-14669,-2423,98924.87085462226,378078.59404601075,17519.35000244963,Cash loans,M,Secondary / secondary special,356504.85064475273,State servant,House / apartment
0,100569,0.3440242056077662,0.5044135340049735,-14675,-5035,217343.76281229453,940052.2721345746,48691.8889279476,Cash loans,F,Higher education,875473.9774301616,State servant,House / apartment
0,100743,0.34225889886358946,0.6586714029503854,-19197,-9911,168459.8230981914,350201.3508796293,31593.814223119465,Cash loans,F,Secondary / secondary special,292113.53123902227,Pensioner,House / apartment
1,100017,0.15524025553453286,0.41708255838057773,-12127,-1458,144014.3688251956,340076.30684430856,25781.367669487467,Cash loans,F,Secondary / secondary special,281002.6583592718,Working,House / apartment
0,100127,0.44718732442519016,,-15369,-6619,221286.78540924581,471686.57260592753,19248.830213586214,Revolving loans,F,Secondary / secondary special,437171.6823241807,Commercial associate,House / apartment
0,100322,0.41496852787313365,0.5065825305118634,-14231,-7665,102867.38098651562,211301.9490218007,,Cash loans,F,Secondary / secondary special,199186.1509245681,Working,House / apartment
0,100255,0.42517825821287714,0.7652752350491435,-18711,-2816,228349.38873565427,1102904.7523159666,69461.19706175366,Cash loans,F,Secondary / secondary special,1102526.0499078277,Working,House / apartment
0,100657,,0.5741373929417803,-15068,-9962,234172.50166428956,703759.4368646306,37248.68347052262,Cash loans,M,Higher education,578775.4928632089,Pensioner,House / apartment
0,100964,0.6473610812744542,0.6530980407004818,-15606,-9386,299786.4481510581,805409.7200185093,52773.26846710279,Revolving loans,F,Secondary / secondary special,695696.6543730038,Commercial associate,House / apartment
0,100190,0.6666109861168952,0.4118084121527625,-19449,-4229,253047.57793776956,890117.40750285,,Cash loans,M,Secondary / secondary special,805332.1583787679,Working,House / apartment
0,100115,0.49096432150570113,0.4349036816629967,-23764,-4805,233519.81789785807,708638.2380000828,29788.87216000593,Cash loans,F,Higher education,650741.1628577604,Working,House / apartment
0,100616,0.6353911721522406,0.5792298342480345,-22998,-9374,136785.80470217776,408924.0425946126,17131.32429885689,Cash loans,F,Secondary / secondary special,407243.0125083024,Working,Municipal apartment
0,100606,0.5057029997647023,0.5500593820343674,-16283,-3868,281958.82323303714,1202868.4373385443,48541.32713545461,Cash loans,M,Secondary / secondary special,1043925.0630353203,Working,House / apartment
0,100180,,0.6283522067337568,-15839,-2360,231870.08674420996,1158757.9490064492,71798.64928119481,Cash loans,M,Higher education,1139178.3701133078,Working,House / apartment
0,100301,0.4710253832057113,0.732858291369024,-17538,-5977,207870.85924522043,663293.7529071771,36819.84125824571,Cash loans,F,Secondary / secondary special,531055.8682597857,Commercial associate,With parents
0,100759,,0.5950578588920714,-17582,-9237,136721.01839010313,394857.75015648006,25944.926651717302,Cash loans,M,Secondary / secondary special,,Working,House / apartment
0,100712,0.4136596957778427,0.4913229686699313,-19896,-4319,238334.4895645718,1167175.7733533792,84946.36113096213,Cash loans,F,Secondary / secondary special,1099773.4678086156,Pensioner,House / apartment
0,100723,0.4916243111831798,0.5114388962968561,-22381,-8149,293237.9998962517,603707.1538304207,44557.29364584204,Cash loans,F,Higher education,583006.714416669,Working,House / apartment
0,100685,0.3320905113682873,0.4924341186863026,-18938,-3551,261224.85158699614,950384.1057459022,55084.39589058773,Cash loans,M,Higher education,761586.0446581988,Pensioner,House / apartment
0,100979,0.31538829482191283,0.41568910199475323,-20707,-5676,101557.45289222275,457855.1754012611,21124.6236727122,Cash loans,F,Incomplete higher,,Working,Municipal apartment
0,100517,0.36100532559595067,0.6220254012138086,-22359,-2968,212337.1026183974,541732.5258030184,,Cash loans,M,Secondary / secondary special,514933.9312764197,State servant,House / apartment
0,100984,0.40422362299227027,0.4116067283317608,-16664,-8519,114051.96122275005,353133.47460217285,15250.049490082753,Cash loans,F,Incomplete higher,331445.24003920855,Pensioner,House / apartment
1,100045,0.3761485232251749,0.284438584650796,-8651,-1798,102049.06559387769,373508.45351760567,19792.10956313354,Cash loans,F,Secondary / secondary special,336247.31878621766,Working,Rented apartment
0,100909,0.36196715181903333,0.5636546505024286,-18185,-1550,281175.91494741,1328567.8763249074,,Cash loans,F,Higher education,1270065.361363057,Pensioner,House / apartment
0,100157,0.3480290202450214,0.7632032057491914,-22099,-3878,111784.56229983857,506389.8005676378,41890.094443143666,Cash loans,M,Secondary / secondary special,416478.20257676084,State servant,House / apartment
0,100851,0.43794659514696194,,-17535,-7257,116330.98261109804,268288.15219325473,14120.966822750795,Revolving loans,M,Secondary / secondary special,236104.70261939924,Working,House / apartment
0,100171,0.48960872067502575,0.48804565186052834,-23045,-3432,162047.21868920742,539885.1336402358,38220.52900674663,Cash loans,M,Incomplete higher,520309.54835699446,Working,House / apartment
1,100016,0.28018285600385145,,-9156,-1093,114457.24737873858,363679.79360836593,18789.24734119111,Cash loans,M,Secondary / secondary special,336216.9549100218,Commercial associate,House / apartment
0,100511,0.47729276034666324,0.5229676764532026,-24726,-7533,152217.97597560668,449271.1842713908,21611.772151689504,Cash loans,F,Secondary / secondary special,,Working,House / apartment
1,100048,0.0645468900328138,0.47863976713133605,-8150,-983,76004.0295423142,278266.86239016056,19533.319860189913,Cash loans,F,Secondary / secondary special,250412.08229367054,Working,House / apartment
0,100971,0.32942778148738855,0.6965809335852462,-18237,-1350,184502.73687331213,657350.0780662252,27380.04934205749,Revolving loans,M,Higher education,545376.4246506238,State servant,House / apartment
0,100940,0.5336569417476977,0.740338466120886,-12770,-2926,175452.05934217456,462322.68433322327,42018.6953936794,Cash loans,M,Secondary / secondary special,414332.3409257425,State servant,House / apartment
0,100515,0.6952309745560286,0.4059437696986105,-14987,-9505,119372.3282631646,447716.32938313106,43344.51757251008,Cash loans,F,Secondary / secondary special,419112.56853131717,Pensioner,House / apartment
0,100952,0.5736450481404172,0.47022056543458474,-21877,-6943,146623.6556883439,456324.6225078738,23007.462685392817,Cash loans,F,Secondary / secondary special,440206.1677621598,Working,House / apartment
0,100480,0.38851064948969644,,-14994,-3189,278341.4931215387,932542.0354383296,89906.29425633137,Cash loans,M,Secondary / secondary special,,Working,House / apartment
0,100283,,0.7076183555924087,-18708,-4062,140677.77506192704,380709.3095613036,35088.68561885249,Cash loans,F,Secondary / secondary special,,Working,House / apartment
0,100718,0.44879988770137147,0.6905947120584928,-18184,-8302,225824.7369928888,1044255.747485354,49250.062066628474,Cash loans,F,Higher education,939180.067850393,Commercial associate,House / apartment
0,100877,0.4412833062071239,0.4054257425260552,-23842,-9275,162796.40350685187,385090.45908871165,21035.48806058431,Cash loans,F,Secondary / secondary special,353359.701047697,Commercial associate,House / apartment
0,100225,0.4479276866731705,0.48079421773028286,-18061,-7668,244810.69029307214,1046472.5700648299,45023.54299403502,Cash loans,F,Secondary / secondary special,932450.2045511712,Pensioner,House / apartment
1,100026,0.13569828468931514,0.48471405014781554,-9023,-631,92920.35015743118,336848.29034335684,26051.017468156617,Cash loans,M,Higher education,280720.2745123487,Commercial associate,Municipal apartment
0,100954,0.466539751330479,,-18174,-4657,232197.42846177402,544063.9243201123,34612.447189174396,Cash loans,F,Secondary / secondary special,483596.57259730395,Working,House / apartment
0,100437,0.49946853073077024,0.4734756500918696,-13574,-8315,121825.30133507228,310797.9516339243,22987.69495651285,Cash loans,F,Secondary / secondary special,289390.71142852516,Commercial associate,House / apartment
0,100951,0.6358720679881845,0.504729350928493,-14274,-4041,254863.15200570272,789473.7992374828,,Cash loans,F,Secondary / secondary special,735782.6530866686,Working,House / apartment
0,100364,0.6953962139093838,0.7345917626454219,-18744,-1538,241577.01721065165,882646.948801783,76649.76080477712,Cash loans,F,Secondary / secondary special,805385.5816741496,Pensioner,With parents
0,100229,0.4867570502427307,0.46143634613949064,-12423,-5711,122967.41243161188,359225.80601448007,15439.20422178872,Cash loans,M,Secondary / secondary special,335127.57156058954,Working,House / apartment
1,100037,0.08291580679614405,0.23484133110824035,-14636,-1562,118049.24518554224,311966.0068902131,24083.031637718017,Cash loans,M,Secondary / secondary special,309548.3128592049,Working,House / apartment
0,100965,,0.543996627740552,-18570,-5671,285238.8608968351,686522.3653585719,39462.80572031561,Cash loans,F,Incomplete higher,,Pensioner,House / apartment
0,100374,,0.6468271115371705,-21187,-3863,181140.2871256667,546975.5166383045,41672.64819994781,Cash loans,F,Higher education,451291.6521661509,Pensioner,House / apartment
0,100469,,0.6466252186094723,-12253,-2088,225795.131120037,1093844.6448060242,62751.416054479705,Revolving loans,M,Secondary / secondary special,1023956.0717734091,Pensioner,House / apartment
0,100967,0.5259723731143223,0.5785689005655743,-16440,-7026,263493.72890809726,1127667.3483693302,62406.255033146685,Cash loans,M,Higher education,992188.582260465,Working,House / apartment
0,100850,0.30052730174467507,0.4950767662206752,-15262,-8422,108800.48385250941,282356.8949967112,17475.592432843117,Cash loans,F,Secondary / secondary special,259502.5123031264,Commercial associate,House / apartment
0,100704,,0.701532246882258,-14178,-6244,248277.44604204895,1046002.4318392484,50238.433472628996,Cash loans,F,Higher education,968601.5547432277,Working,House / apartment
0,100841,0.6198967824489692,0.6607929607342561,-21153,-3237,281824.90114060196,1190909.878100683,,Cash loans,M,Incomplete higher,953269.7048876254,Pensioner,House / apartment
0,100194,0.39940620394490917,0.5832080568355918,-12755,-8537,255152.34276599684,648353.6577642949,49617.69536391213,Cash loans,F,Secondary / secondary special,564722.8366254899,Pensioner,House / apartment
0,100854,0.45805223369787507,0.5657750058759994,-15303,-4907,166115.5457048396,560601.6691691088,42017.97899179585,Cash loans,F,Secondary / secondary special,498087.95357935026,Commercial associate,House / apartment
0,100864,0.6429481547840098,0.7396644022010072,-18360,-3666,184390.1047543252,433363.6260101326,39239.74839144985,Revolving loans,M,Higher education,396524.66468330275,Working,House / apartment
0,100503,0.4309937895100932,0.775602138833969,-19136,-6120,201966.21810548703,884924.2603147498,85958.28107802446,Cash loans,F,Secondary / secondary special,873293.6484302497,Working,House / apartment
0,100969,0.5316419729463169,0.7804206385541655,-12751,-4567,282559.13578409667,1339055.0804411417,54515.47925510278,Cash loans,F,Secondary / secondary special,,Commercial associate,House / apartment
0,100830,0.33440814828450294,0.5291200107528149,-13747,-5044,132270.2806608529,657131.2078873264,57336.32641599701,Cash loans,F,Secondary / secondary special,580462.7373872497,Working,With parents
0,100579,0.5717621142408389,0.5089270120805162,-19024,-6231,297695.3842540226,1283040.3296879793,66783.4171561291,Cash loans,F,Secondary / secondary special,1149804.8893573172,Working,House / apartment
0,100968,0.6841809079351,0.6435073817204993,-21599,-7623,218818.86628983603,777597.797604715,57523.08282795162,Revolving loans,F,Secondary / secondary special,687659.6763790527,Working,House / apartment
0,100162,0.5108851196872783,0.5179315713934839,-23272,-7262,214625.55691578198,900891.4274160576,75611.89202283844,Cash loans,F,Secondary / secondary special,773092.2043444061,Working,House / apartment
0,100908,0.36703557530038133,0.48577170895869876,-15113,-1865,134556.52535450217,336149.048556426,20527.570689588338,Cash loans,F,Higher education,316202.457468393,Working,House / apartment
0,100152,0.4296975317357896,0.604954657641354,-13147,-9265,184137.28310238733,463334.0797241534,,Cash loans,F,Higher education,455394.1068939639,Pensioner,House / apartment
0,100801,0.6111789082648392,0.7674674091843322,-19935,-1942,107587.30194909172,280162.35872606304,26214.40847360515,Cash loans,M,Higher education,245885.77341386152,Working,House / apartment
0,100993,0.5842300475893568,,-14606,-7314,97074.1758901319,247523.93312421793,12775.51348894593,Cash loans,M,Secondary / secondary special,208065.49874899874,Working,House / apartment
0,100755,0.3311017876381637,,-15863,-7042,249470.88480453545,958945.2172461081,41669.772170189906,Cash loans,F,Secondary / secondary special,,Commercial associate,House / apartment
